date,price,daily_return_pct,rolling_volatility_7d,abs_daily_return,is_anomaly,anomaly_reason
2024-04-27,0.12,-4.0000000000000036,20.877005492153437,4.0000000000000036,False,
2024-04-28,0.12,0.0,20.877005492153437,0.0,False,
2024-04-29,0.115,-4.1666666666666625,20.55262634798915,4.1666666666666625,False,
2024-04-30,0.105,-8.695652173913048,21.007423519034084,8.695652173913048,False,
2024-05-01,0.105,0.0,5.833399009631275,0.0,False,
2024-05-02,0.105,0.0,6.139411946760043,0.0,False,
2024-05-03,0.095,-9.523809523809524,4.086916434953013,9.523809523809524,False,
2024-05-04,0.075,-21.052631578947366,7.717198154869028,21.052631578947366,False,
2024-05-05,0.065,-13.33333333333333,7.574417978627204,13.33333333333333,False,
2024-05-06,0.055,-15.384615384615385,7.7847800907296625,15.384615384615385,False,
2024-05-07,0.065,18.181818181818187,13.149750068147544,18.181818181818187,False,
2024-05-08,0.065,0.0,13.149750068147544,0.0,False,
2024-05-09,0.075,15.384615384615374,15.3898462780219,15.384615384615374,False,
2024-05-10,0.085,13.333333333333353,16.337802679349043,13.333333333333353,False,
2024-05-11,0.125,47.058823529411754,21.470875465125243,47.058823529411754,True,top_10%
2024-05-12,0.105,-16.000000000000004,21.957931233115445,16.000000000000004,False,
2024-05-13,0.155,47.61904761904763,23.20319229063509,47.61904761904763,True,top_10%
2024-05-14,0.155,0.0,24.169113027352935,0.0,False,
2024-05-15,0.135,-12.903225806451601,25.95994968275105,12.903225806451601,False,
2024-05-16,0.1,-25.92592592592593,29.86213870834371,25.92592592592593,True,top_10%
2024-05-17,0.1,0.0,29.860530421812122,0.0,False,
2024-05-18,0.105,4.999999999999982,23.75753485093692,4.999999999999982,False,
2024-05-19,0.125,19.047619047619047,23.59374620779075,19.047619047619047,False,
2024-05-20,0.095,-24.0,16.266532514283146,24.0,True,top_10%
2024-05-21,0.61,542.1052631578947,207.96229325037007,542.1052631578947,True,"2σ,3x_volatility,top_10%"
2024-05-22,0.69,13.114754098360649,206.42073905298037,13.114754098360649,False,
2024-05-23,0.65,-5.797101449275354,204.90502157460958,5.797101449275354,False,
2024-05-24,0.991,52.461538461538446,202.50079302041232,52.461538461538446,True,"3x_volatility,top_10%"
